mssv,namsinh,gioitinh,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,xeploai_diemtt,avxl
A9B92126XPvAibaEXe/McL52bYMYS66r+Qzfry59,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2,5,ENG01
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,5,THPT,Khu vực 2 NT,5,ENG02
850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,1999.0,0.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 3,5,ENG02
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2,5,ENG01
78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
609A4711XPvAibaEXe9u8WkkFAXhjFz3T9qDyAvn,1999.0,0.0,0.0,12.0,MMTT2017,CQUI,5,THPT,Khu vực 3,5,ENG01
B12C12C8XPvAibaEXe/bcEbwNVP7GyZnOr1DDIXU,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,5,THPT,Khu vực 3,5,ENG01
73F641D0XPvAibaEXe/bcEbwNVP7GyCcbmapxqkQ,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,1999.0,0.0,0.0,12.0,ATTN2017,KSTN,5,THPT,Khu vực 3,5,ENG01
D1FFBF0CXPvAibaEXe9HrsmkhnYVNapC3aOYJcaO,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2,5,ENG01
C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,5,THPT,Khu vực 3,5,ENG02
D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,1999.0,1.0,0.0,12.0,ATTN2017,KSTN,5,THPT,Khu vực 2,5,ENG01
478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,1998.0,1.0,-1.0,12.0,KHMT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
005663C0XPvAibaEXe9Fg4HjUy856WUjpFu+WrIO,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 3,5,ENG02
A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2 NT,5,ENG01
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2,5,ENG01
4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,1999.0,0.0,0.0,12.0,MMTT2017,CQUI,5,THPT,Khu vực 2,5,ENGBT
DA2E8B05XPvAibaEXe/nU1BPn/2ZONF+oxRH92Gd,1999.0,0.0,0.0,12.0,ATTT2017,CQUI,5,THPT,Khu vực 2 NT,5,ENG01
FA83B5A6XPvAibaEXe8zyw8No6koQk2EcsM+bZGX,1999.0,0.0,0.0,12.0,CNTT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,1999.0,0.0,0.0,12.0,KHMT2017,CQUI,5,THPT,Khu vực 2 NT,5,ENG01
5A2F2623XPvAibaEXe/8dEMQ5HsLl9wJ+ruB4Am9,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,5,THPT,Khu vực 2,5,ENG01
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 3,5,ENG01
1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 2,5,ENG02
AE624A96XPvAibaEXe/8dEMQ5HsLlwvZ5/2Rqe9y,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,5,THPT,Khu vực 3,5,ENGBT
E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,1998.0,1.0,-1.0,12.0,CNTT2017,CQUI,2,THPT,Khu vực 2,5,ENGBT
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,1997.0,1.0,-2.0,12.0,CNTT2017,CQUI,2,THPT,Khu vực 1,5,ENGBT
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,1998.0,1.0,-1.0,12.0,CNTT2017,CQUI,2,THPT,Khu vực 2,5,ENG01
EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,1998.0,0.0,-1.0,12.0,KTPM2017,CQUI,2,THPT,Khu vực 2,5,ENGBT
2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,Chuyên,Khu vực 2,2,ENG02
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,0,THPT,Khu vực 1,2,ENG01
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,1999.0,1.0,0.0,12.0,KHTN2017,CNTN,0,THPT,Khu vực 2,1,ENG02
C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,1999.0,1.0,0.0,12.0,HTCL2017.1,CLC,0,THPT,Khu vực 2 NT,4,ENGBT
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,1999.0,0.0,0.0,12.0,KHTN2017,CNTN,0,Chuyên,Khu vực 2,1,ENG01
B23DB363XPvAibaEXe9WkeUltvPYd8Zzs3zqfJ6L,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 3,2,ENG01
B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,1999.0,0.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH,1999.0,0.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 1,3,ENG01
290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 2,3,ENGBT
D5B5048BXPvAibaEXe9WkeUltvPYdyooJ2jIdJbg,1999.0,1.0,0.0,12.0,PMCL2017.2,CLC,0,THPT,Khu vực 3,2,ENG01
5BFCBADBXPvAibaEXe9WkeUltvPYd98w5YBueXt1,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,Chuyên,Khu vực 2,3,ENG01
0B14E0B3XPvAibaEXe9WkeUltvPYd/efXB9DaOem,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
AA7239BAXPvAibaEXe/QWjvABg0+vcRMOi7Pexb1,1999.0,1.0,0.0,12.0,ATTN2017,KSTN,0,THPT,Khu vực 1,1,ENG01
C46CB677XPvAibaEXe/QWjvABg0+vWtBxJQzi3sA,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 3,2,ENG01
D1798717XPvAibaEXe/QWjvABg0+vSlIbzlE3m0j,1998.0,1.0,-1.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 1,4,ENG02
F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,1999.0,1.0,0.0,12.0,MMTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
8EF7FC24XPvAibaEXe/QWjvABg0+vWsOzKaG9eAN,1999.0,0.0,0.0,12.0,MTCL2017.1,CLC,0,THPT,Khu vực 2,3,ENG01
2E586081XPvAibaEXe/QWjvABg0+vaEpgglr5XB5,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 2 NT,1,ENG01
1DB17A69XPvAibaEXe/QWjvABg0+vft70JOgnINJ,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,0,THPT,Khu vực 2,2,ENG01
27727670XPvAibaEXe/QWjvABg0+vdPS00TNxXjP,1999.0,1.0,0.0,12.0,MTCL2017.2,CLC,0,THCS&THPT,Khu vực 1,3,ENG01
F6C23C59XPvAibaEXe+Cg1ybKXIqQd0FGsqIMRMY,1999.0,0.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 2 NT,1,ENG01
F705969AXPvAibaEXe+Cg1ybKXIqQdr5q7mQiiWF,1999.0,1.0,0.0,12.0,PMCL2017.3,CLC,0,THPT,Khu vực 2,2,ENG02
E55D8C05XPvAibaEXe+Cg1ybKXIqQVlMMrYchXn3,1999.0,1.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 2,4,ENG01
3009A25BXPvAibaEXe+Cg1ybKXIqQXXhprB6g9Ug,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
8F674079XPvAibaEXe+Cg1ybKXIqQUGn2Tx4zV7c,1999.0,1.0,0.0,12.0,MTCL2017.2,CLC,0,THPT,Khu vực 2 NT,3,ENGBT
FC1A94D2XPvAibaEXe+Cg1ybKXIqQeA/OftpYtft,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 3,2,ENG01
D97EBB07XPvAibaEXe+Cg1ybKXIqQcRvB9VkC/r9,1999.0,1.0,0.0,12.0,PMCL2017.3,CLC,0,THPT,Khu vực 2,3,ENG01
C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,1996.0,1.0,-3.0,12.0,PMCL2017.3,CLC,0,Chuyên,Khu vực 1,2,ENG01
10A3EDAFXPvAibaEXe9Fr9h5GPmfNQRl+8PSRz+N,1999.0,0.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 3,2,ENG02
8E5BD5C5XPvAibaEXe9Fr9h5GPmfNZ+/kTWorCdp,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 3,3,ENG01
8CBEF78CXPvAibaEXe9Fr9h5GPmfNVZNaQYHjl/G,1999.0,1.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 3,4,ENG01
D9BB3C55XPvAibaEXe9Fr9h5GPmfNSs5uQCPivMB,1999.0,0.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
A68F4B39XPvAibaEXe9Fr9h5GPmfNYY0KJ8OhRPC,1999.0,1.0,0.0,12.0,KHTN2017,CNTN,0,THPT,Khu vực 3,2,ENGBT
97EE4EEDXPvAibaEXe9Fr9h5GPmfNYqQlWvUybbL,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
167C50BEXPvAibaEXe9Fr9h5GPmfNe8atClpIKaN,1999.0,0.0,0.0,12.0,PMCL2017.2,CLC,0,THPT,Khu vực 3,2,ENG02
3891E2B2XPvAibaEXe9ylQoUTvcEf/CadHxN20SV,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,1,ENGBT
D0900A18XPvAibaEXe9ylQoUTvcEfyIIKF8ISijv,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,0,THPT,Khu vực 3,3,ENG01
5AC19186XPvAibaEXe9ylQoUTvcEf9YCn1iyjFqq,1998.0,1.0,-1.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 3,2,ENG01
820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,1998.0,1.0,-1.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 2,2,ENGBT
BA19812BXPvAibaEXe9ylQoUTvcEf64rr2RQMslk,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
DCA99493XPvAibaEXe9ylQoUTvcEf7NXDvfxKAPm,1998.0,1.0,-1.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 2 NT,1,ENGBT
18279134XPvAibaEXe9ylQoUTvcEf/9dRtjhy1Ex,1999.0,0.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
B4167F8DXPvAibaEXe9ylQoUTvcEf5HMy8uwZhWE,1998.0,0.0,-1.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
A0C64F2EXPvAibaEXe9ylQoUTvcEfz/eIvektpn/,1999.0,1.0,0.0,12.0,MMCL2017,CLC,0,THPT,Khu vực 3,4,ENG01
B758F596XPvAibaEXe9ylQoUTvcEf7/gGXpJTyf/,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 2,1,ENGBT
103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,1999.0,1.0,0.0,12.0,PMCL2017.3,CLC,0,THPT,Khu vực 2 NT,2,ENG02
90EFD004XPvAibaEXe8at9gGXzJnL15B7Ko/vsbJ,1999.0,1.0,0.0,12.0,KHTN2017,CNTN,0,THPT,Khu vực 2,2,ENGBT
9CA2B07FXPvAibaEXe8at9gGXzJnL4Stnw4Qlktc,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 1,2,ENG01
D5D35456XPvAibaEXe8at9gGXzJnL9E+t7e1J2jN,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 3,2,ENGBT
4D34A344XPvAibaEXe8at9gGXzJnL3ap/hJL8PI2,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
CBBBFABBXPvAibaEXe8at9gGXzJnL8bRZxskX4x7,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 2 NT,1,ENG02
DA80B340XPvAibaEXe8at9gGXzJnLyGN7FYOAOGc,1999.0,1.0,0.0,12.0,MMTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG02
3D79068BXPvAibaEXe8at9gGXzJnLzPgEitHSMja,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 3,3,ENG01
C2F139E4XPvAibaEXe+QJ0MB5TsYNSs6tMIHcKb5,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
1C4AAF04XPvAibaEXe+QJ0MB5TsYNbbQOOvu67gx,1999.0,1.0,0.0,12.0,KHTN2017,CNTN,0,THPT,Khu vực 3,2,ENG02
03B3F65FXPvAibaEXe+QJ0MB5TsYNe5nyw6HufAr,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 1,2,ENG02
8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 3,3,ENG02
C445173BXPvAibaEXe+QJ0MB5TsYNZapXQgTqn6M,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 1,2,ENG02
548C5DADXPvAibaEXe+QJ0MB5TsYNTbaUaEddHcV,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
CDD51D05XPvAibaEXe+QJ0MB5TsYNT8x/76McCl7,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 1,3,ENG01
6F49DE26XPvAibaEXe+QJ0MB5TsYNaHg8mArKlwW,1999.0,1.0,0.0,12.0,TMĐT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
D5AD99EEXPvAibaEXe+QJ0MB5TsYNYRb40UxjZU2,1999.0,1.0,0.0,12.0,MMCL2017,CLC,0,THPT,Khu vực 3,3,ENG02
D1EB811AXPvAibaEXe+QJ0MB5TsYNZPQXn4jywG3,1999.0,1.0,0.0,12.0,CTTT2017,CTTT,0,THPT,Khu vực 2,3,ENG01
A1405B15XPvAibaEXe/Fuy4XnWnIVoGNENhdieJc,1999.0,1.0,0.0,12.0,CTTT2017,CTTT,0,THPT,Khu vực 2 NT,3,ENG01
FA9197C5XPvAibaEXe/Fuy4XnWnIViS1uOnuBvwa,1999.0,1.0,0.0,12.0,TMĐT2017,CQUI,0,THPT,Khu vực 2,2,ENGBT
91FA16ECXPvAibaEXe/Fuy4XnWnIVhLFHYmu5445,1998.0,0.0,-1.0,12.0,TMĐT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,1999.0,1.0,0.0,12.0,PMCL2017.2,CLC,0,Chuyên,Khu vực 2,2,ENG02
C02CF481XPvAibaEXe/Fuy4XnWnIVgVC7WI0RZdZ,1999.0,1.0,0.0,12.0,MTCL2017.2,CLC,0,THPT,Khu vực 2 NT,3,ENG01
EC265CBFXPvAibaEXe/Fuy4XnWnIVspQDBfZ6Qel,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
2CB1F046XPvAibaEXe/Fuy4XnWnIVvhZOz7OItSo,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
106E25FAXPvAibaEXe/UEORkxzaGRjNSKcBBpZqi,1999.0,0.0,0.0,12.0,TMĐT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
007B0A19XPvAibaEXe/UEORkxzaGRmODz65jligT,1999.0,1.0,0.0,12.0,MMTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
7D2F75ECXPvAibaEXe/UEORkxzaGRt7GYUvVBfAJ,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 1,1,ENG01
917FCF7DXPvAibaEXe/UEORkxzaGRmTEalo+MBsz,1999.0,1.0,0.0,12.0,ATTN2017,KSTN,0,Chuyên,Khu vực 2,2,ENG02
8D0A1703XPvAibaEXe/UEORkxzaGRrK6igcA3kXc,1999.0,1.0,0.0,12.0,MMTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
E6B8A8B8XPvAibaEXe/UEORkxzaGRiQzq1qynYfe,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
526B3062XPvAibaEXe/UEORkxzaGRu+FmmfKnyjt,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,1999.0,1.0,0.0,12.0,MTCL2017.1,CLC,0,THPT,Khu vực 2 NT,3,ENG01
D0C43887XPvAibaEXe/UEORkxzaGRvH729v03CJO,1999.0,1.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 2,3,ENG01
C0986690XPvAibaEXe+gnarChABWR9IGHRHJKOGm,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,Chuyên,Khu vực 2,3,ENG01
9D448F98XPvAibaEXe+gnarChABWRysdIP7IEP0F,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 2,3,ENG01
1984EA28XPvAibaEXe+gnarChABWRwZGf7ej+ac+,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 1,3,ENG01
E37B68B8XPvAibaEXe+gnarChABWRwCSHGrk1302,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
9722BA43XPvAibaEXe+gnarChABWRzHDy71n6vm3,1999.0,1.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 1,3,ENGBT
59984504XPvAibaEXe+gnarChABWR1HyBv1S8875,1999.0,1.0,0.0,12.0,MTCL2017.1,CLC,0,THPT,Khu vực 2,3,ENG01
304B00D5XPvAibaEXe+gnarChABWR/z4bfwqDoe3,1999.0,1.0,0.0,12.0,HTCL2017.1,CLC,0,THPT,Khu vực 3,3,ENG01
5ED1A031XPvAibaEXe+gnarChABWR8y3UfFCzKYp,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,0,Chuyên,Khu vực 2,2,ENG02
A74854AAXPvAibaEXe+gnarChABWR3Hp8ZnfbVa3,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 1,1,ENGBT
E5F82156XPvAibaEXe+gnarChABWR8haLmVTArT4,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 1,1,ENG01
BD92FBB3XPvAibaEXe/HUuIVo8uCRySjdHHjLJmc,1999.0,1.0,0.0,12.0,MTCL2017.2,CLC,0,THPT,Khu vực 2,3,ENG01
555C9700XPvAibaEXe/HUuIVo8uCRy5SjHacmu89,1999.0,1.0,0.0,12.0,HTCL2017.1,CLC,0,THPT,Khu vực 3,4,ENG02
05790986XPvAibaEXe/HUuIVo8uCR806VMpIwFaa,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 2 NT,3,ENG01
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,0,THPT,Khu vực 1,3,ENG01
5E25B4D2XPvAibaEXe/HUuIVo8uCR4Acls4e/3zp,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 3,3,ENG02
0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,1999.0,1.0,0.0,12.0,HTCL2017.1,CLC,0,THPT,Khu vực 2 NT,3,ENG01
28FFB16BXPvAibaEXe/HUuIVo8uCR6f4HDAjMdvh,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
EC7ABE87XPvAibaEXe9pXJcjrAt8XvnwV3kiU5pl,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 1,3,ENG01
1915C952XPvAibaEXe9pXJcjrAt8XgQQIKKiq6CU,1998.0,1.0,-1.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
3CA34866XPvAibaEXe9pXJcjrAt8Xg1j3jOTybtN,1999.0,1.0,0.0,12.0,MMTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 2,1,ENG02
7F545E8AXPvAibaEXe9pXJcjrAt8XvrJ5qyJ0OB7,1999.0,1.0,0.0,12.0,KHTN2017,CNTN,0,THPT,Khu vực 2,2,ENGBT
3EFE65E2XPvAibaEXe9pXJcjrAt8Xv7IOwyoINeW,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 3,2,ENG01
2AE2FB4FXPvAibaEXe9pXJcjrAt8Xi98xlhrFTcD,1999.0,1.0,0.0,12.0,MMCL2017,CLC,0,THPT,Khu vực 3,4,ENG01
1941089BXPvAibaEXe9pXJcjrAt8XkifgfLjSfvv,1999.0,1.0,0.0,12.0,ATTT2017,CQUI,0,THPT,Khu vực 2,2,ENG01
3C5FCE3AXPvAibaEXe9ggqkCdMDyeAp47eTlPNvF,1999.0,1.0,0.0,12.0,PMCL2017.1,CLC,0,THPT,Khu vực 2,2,ENG01
F05F6721XPvAibaEXe9ggqkCdMDyeDukswKmt5gh,1999.0,1.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
4FE228C5XPvAibaEXe9ggqkCdMDyeC1mDDkSMl5g,1999.0,1.0,0.0,12.0,KHCL2017.1,CLC,0,THPT,Khu vực 3,3,ENG01
960E3BEAXPvAibaEXe9ggqkCdMDyeAL9xLsapkaK,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THPT,Khu vực 2 NT,3,ENGBT
0294BF8FXPvAibaEXe9ggqkCdMDyeA7ept6yymJB,1999.0,1.0,0.0,12.0,CNTT2017,CQUI,0,THPT,Khu vực 1,1,ENG01
3B468679XPvAibaEXe9ggqkCdMDyeM+tfXB/l4Ih,1999.0,1.0,0.0,12.0,MTCL2017.2,CLC,0,THPT,Khu vực 3,3,ENG02
E4FCFAA3XPvAibaEXe9ggqkCdMDyeEYdC+0ix8yD,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,Chuyên,Khu vực 2,2,ENG02
465C97DCXPvAibaEXe9ggqkCdMDyeHNNaGK2sNUx,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 2,2,ENG02
87E26E7CXPvAibaEXe9ggqkCdMDyePFxykVw7NI9,1999.0,1.0,0.0,12.0,PMCL2017.2,CLC,0,THPT,Khu vực 3,3,ENG02
3392F3C3XPvAibaEXe9ggqkCdMDyeMmQDY/Nqerm,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 1,2,ENGBT
93E546D4XPvAibaEXe90TjJq9LqiZkfhp06uUoQI,1999.0,1.0,0.0,12.0,HTCL2017.2,CLC,0,THPT,Khu vực 2,3,ENG01
4B718AE2XPvAibaEXe90TjJq9LqiZomPXAGqa4xD,1999.0,1.0,0.0,12.0,TMĐT2017,CQUI,0,THPT,Khu vực 3,2,ENGBT
BEF1DAABXPvAibaEXe90TjJq9LqiZtLPBTY/sKxr,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
EB356F7AXPvAibaEXe90TjJq9LqiZiZ3rmlqN9SM,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 2,1,ENG01
3C5CB872XPvAibaEXe90TjJq9LqiZgr37AjlEGA5,1999.0,0.0,0.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 1,2,ENG01
D1CFC6CAXPvAibaEXe90TjJq9LqiZhAuoWTvnAKA,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 3,1,ENG02
7E1C7713XPvAibaEXe90TjJq9LqiZnDBhKzMxQ18,1999.0,1.0,0.0,12.0,KHMT2017,CQUI,0,THPT,Khu vực 2,2,ENGBT
61226703XPvAibaEXe90TjJq9LqiZsU53E5dcTWw,1999.0,1.0,0.0,12.0,ATCL2017,CLC,0,THCS&THPT,Khu vực 3,3,ENG01
9FBDC99CXPvAibaEXe90TjJq9LqiZvk4gBhJjEjR,1999.0,1.0,0.0,12.0,PMCL2017.2,CLC,0,THPT,Khu vực 2,2,ENG02
896173C1XPvAibaEXe90TjJq9LqiZsYyWLyI4Nej,1999.0,1.0,0.0,12.0,KTMT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
E1FBB080XPvAibaEXe+7yjglV2dMpwLQU6RDaEfR,1999.0,1.0,0.0,12.0,KTPM2017,CQUI,0,THPT,Khu vực 1,1,ENG01
CBB8EC0AXPvAibaEXe+7yjglV2dMpwUdYqYpKaue,1999.0,1.0,0.0,12.0,MMCL2017,CLC,0,GDTX,Khu vực 2,3,ENG02
049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,1998.0,1.0,-1.0,12.0,HTTT2017,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
