mssv,namsinh,gioitinh,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,xeploai_diemtt,avxl
A88C0892XPvAibaEXe/iDuY0411CJrm63V1Fukct,1996.0,1.0,0.0,9.0,MTCL2014,CLC,0,THPT,Khu vực 3,3,ENG01
F7B0248AXPvAibaEXe/iDuY0411CJkGQXDu5r6Sv,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
1151008EXPvAibaEXe/iDuY0411CJrT6oqbjaqEK,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
275A4E2AXPvAibaEXe/iDuY0411CJlnz8HbavnWp,1995.0,1.0,-1.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 3,2,ENG01
5809EDABXPvAibaEXe/iDuY0411CJlTRP5+oneq9,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
81258FA6XPvAibaEXe/iDuY0411CJn9swgDPebnS,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
26B1EF2FXPvAibaEXe/iDuY0411CJqYYxhscohkR,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
B4D84F02XPvAibaEXe/iDuY0411CJuX2gCM/by8U,1996.0,1.0,0.0,9.0,CTTT2014,CTTT,0,THPT,Khu vực 3,3,ENG04
B93A72B5XPvAibaEXe/iDuY0411CJihPlsuLHP+C,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
70487DCAXPvAibaEXe9sDqR+NysAHn8fxcoiFVas,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
79D32D22XPvAibaEXe9sDqR+NysAHv+CTGpGTN9z,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
820FED0DXPvAibaEXe9sDqR+NysAHoOSAsTiQd+6,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
80201DF4XPvAibaEXe9sDqR+NysAHuopBbLG2m03,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
DF9ED468XPvAibaEXe9sDqR+NysAHhSh4gH8DMHI,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
755602EDXPvAibaEXe9sDqR+NysAHsVRmv4S9cRB,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
B58FEE6BXPvAibaEXe9sDqR+NysAHiTj/3tzquZq,1996.0,1.0,0.0,9.0,PMCL2014.1,CLC,0,THPT,Khu vực 2,3,ENG01
520D2504XPvAibaEXe9sDqR+NysAHq+667p7CAyQ,1996.0,1.0,0.0,9.0,CTTT2014,CTTT,0,THPT,Khu vực 3,3,ENG04
ABF559A8XPvAibaEXe9sDqR+NysAHoJydALW9646,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
DBB3FD1FXPvAibaEXe9sDqR+NysAHnQU8WnbFHUr,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
8906C137XPvAibaEXe/y2t7DVG8TDd6ZBeerRxNb,1996.0,1.0,0.0,9.0,HTCL2014,CLC,0,THPT,Khu vực 3,3,ENG01
3B1B73AEXPvAibaEXe/y2t7DVG8TDass+/GF6+ZL,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 3,2,ENG01
035AEF81XPvAibaEXe/y2t7DVG8TDXVGQmvbKE12,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
7A5F2891XPvAibaEXe/y2t7DVG8TDSoxpx5o1/8K,1996.0,1.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 2,2,ENG01
99A2BC56XPvAibaEXe/y2t7DVG8TDX7B5bnIFAlV,1996.0,1.0,0.0,9.0,ANTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
C0C9C20EXPvAibaEXe/y2t7DVG8TDRg2y/nF6frs,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
2A0614D5XPvAibaEXe/y2t7DVG8TDUYXt5JeYGwe,1996.0,1.0,0.0,9.0,KHTN2014,CNTN,0,THPT,Khu vực 3,1,ENG01
905AF1F4XPvAibaEXe/y2t7DVG8TDftJbpXRARhS,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
BA7995F1XPvAibaEXe/y2t7DVG8TDWwBL0zNeRnF,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
A64E415AXPvAibaEXe+xRE5267JUoPBmJrZU32CX,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
8694C38AXPvAibaEXe+xRE5267JUoMoFokB0cvtR,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
C89C7FF0XPvAibaEXe+xRE5267JUoNbnrUW0OLcQ,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
5E739EEBXPvAibaEXe+xRE5267JUoG3b4BmKhLyq,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 3,2,ENG01
5EB6E15CXPvAibaEXe+xRE5267JUoFgNCx1So+H1,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 3,3,ENG01
EC9847A0XPvAibaEXe+xRE5267JUoFjPpkePPDCJ,1996.0,1.0,0.0,9.0,MTCL2014,CLC,0,THPT,Khu vực 3,3,ENG01
C4CDF081XPvAibaEXe+xRE5267JUoChL3sR3eJEX,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
81233B90XPvAibaEXe+xRE5267JUoLfdgZWsdAhr,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
DB725175XPvAibaEXe+xRE5267JUoCvcRz9g/55W,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,1,ENG01
06D3D633XPvAibaEXe+ai34rvuG7eBcAMYeGeXqe,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
66301283XPvAibaEXe+ai34rvuG7eIOICA1pEiAI,1995.0,1.0,-1.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
C623F786XPvAibaEXe+ai34rvuG7eJM/sCTB5dlj,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
CA4BA72CXPvAibaEXe+ai34rvuG7eKKTfxrCI2Qf,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
AF0718FBXPvAibaEXe+ai34rvuG7eAJPAByVWhNo,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
B25A330EXPvAibaEXe+ai34rvuG7eGoE3HkwTUEP,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
EBE82AB1XPvAibaEXe8oOckqmsrcbTbJGnb1SYRX,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
C29BA38CXPvAibaEXe8oOckqmsrcbVkxwsiKMa6/,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
5F51D74DXPvAibaEXe8oOckqmsrcbbs7DuEiiIRC,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
305AFBE1XPvAibaEXe8oOckqmsrcbR6OmJ5a75Al,1996.0,0.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 3,3,ENG01
546D6A53XPvAibaEXe8oOckqmsrcbRpKOCFuFfpS,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
56E899F0XPvAibaEXe8oOckqmsrcbUAMczjLj7W6,1995.0,1.0,-1.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
F240CBEBXPvAibaEXe8oOckqmsrcbVdUPMSQ9Ifx,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
48A22F9BXPvAibaEXe8oOckqmsrcbcSOt0BVGgjK,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
6B917B37XPvAibaEXe/KMtCr6bHaurGMaIHnPyOQ,1996.0,0.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
8A09D1DFXPvAibaEXe/KMtCr6bHausp9EaTq9IQh,1995.0,1.0,-1.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
D581AAA6XPvAibaEXe/KMtCr6bHauktc5mYHxOWK,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2 NT,1,ENG01
F6CEDDA6XPvAibaEXe/KMtCr6bHausbMTam92AGc,1994.0,1.0,-2.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
823B6101XPvAibaEXe/KMtCr6bHaugHJjFrxnFp3,1996.0,0.0,0.0,9.0,HTTT0001,CTTT,0,THPT,Khu vực 2,3,ENG04
81BE22AAXPvAibaEXe/KMtCr6bHauvKa00E+I+gN,1996.0,0.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
B7FE1C7EXPvAibaEXe/KMtCr6bHauh1ucbZwVKUE,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 3,3,ENG01
FCCE6A80XPvAibaEXe/KMtCr6bHaujQH3XxInneV,1995.0,1.0,-1.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,3,ENGBT
FE134612XPvAibaEXe+PmhPN+9CWc7zR4fbMyJRH,1996.0,0.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 2,1,ENG01
C54D98DEXPvAibaEXe+PmhPN+9CWc/uhHYPBpgfP,1996.0,0.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
9C49B6DCXPvAibaEXe+PmhPN+9CWc9y/2V+Vqo9E,1996.0,0.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
8A450EACXPvAibaEXe+PmhPN+9CWcwa4GT6uC7Fx,1996.0,0.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
D706D8ECXPvAibaEXe+PmhPN+9CWczgahZuyerO1,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
6B474708XPvAibaEXe+PmhPN+9CWc9mgj2fmO33R,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
FAFF75E9XPvAibaEXe+PmhPN+9CWc84hybaXGofC,1994.0,1.0,-2.0,9.0,KHMT0001,CNTN,0,THPT,Khu vực 2 NT,3,ENG01
32CCFFA3XPvAibaEXe+PmhPN+9CWc7kr/u7fET/Y,1996.0,1.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 2,3,ENG01
22F83BACXPvAibaEXe887JOjhk2RV/JFbdXIUSy0,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
F0BCB98DXPvAibaEXe887JOjhk2RVxFu4KbOvQpb,1996.0,1.0,0.0,9.0,ANTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
B7D05919XPvAibaEXe887JOjhk2RV+0WaRF2OXZd,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
F4A848F0XPvAibaEXe887JOjhk2RV9+kh6VnYtYt,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
6D44514CXPvAibaEXe887JOjhk2RV/HGI+t3SgM7,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
5514F962XPvAibaEXe887JOjhk2RV+5OSunqs8PS,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
D8170F2DXPvAibaEXe887JOjhk2RV94SG7zqAYGW,1996.0,1.0,0.0,9.0,TMĐT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
DA5D8D30XPvAibaEXe887JOjhk2RV6yvMF2PLi4N,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
8275AFF1XPvAibaEXe887JOjhk2RV2OdGNV6Tir2,1995.0,1.0,-1.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
A9B74761XPvAibaEXe887JOjhk2RV5I9gN3JTonk,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 3,1,ENG01
C04EBE21XPvAibaEXe+Wjq/eoSKNhdgCBHK25oB1,1996.0,1.0,0.0,9.0,KHTN2014,CNTN,0,THPT,Khu vực 2,1,ENG01
933B903CXPvAibaEXe+Wjq/eoSKNhVqg5VfeqaPH,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
AD4F8F98XPvAibaEXe+Wjq/eoSKNhWAfdL7IH9lt,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,1996.0,1.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 3,2,ENG01
7F32B28DXPvAibaEXe+Wjq/eoSKNhVK0XmSyAcBw,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
3FF22D23XPvAibaEXe+Wjq/eoSKNhczbNnVuluTK,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
58F109CBXPvAibaEXe+Wjq/eoSKNhbHsVF7h0LJh,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
E2A694FBXPvAibaEXe8b4sJvH2gx3LbzAT2ZA5PU,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
6C25ECE4XPvAibaEXe8b4sJvH2gx3GFPW0DmhVfd,1996.0,0.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
B1F308AEXPvAibaEXe8b4sJvH2gx3DS0KVPcZiZ/,1996.0,0.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
58A44439XPvAibaEXe8b4sJvH2gx3N5pteZ9IkZX,1996.0,0.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
1DA64E34XPvAibaEXe8b4sJvH2gx3D/jz+uMSHg3,1996.0,0.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
0EB7EE23XPvAibaEXe8b4sJvH2gx3PgXL4miHOZf,1985.0,1.0,-11.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
A3355797XPvAibaEXe+UuZ4QW1XoS4q88cMAo4Cs,1996.0,1.0,0.0,9.0,HTTT0001,CLC,0,THPT,Khu vực 2,3,ENG01
407E4C2BXPvAibaEXe+UuZ4QW1XoS/W6ppKyU1Sg,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
301EDF77XPvAibaEXe+UuZ4QW1XoS56TAWeBj6HO,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,3,ENG04
A77E224EXPvAibaEXe+UuZ4QW1XoS1chJcsxDmhF,1996.0,1.0,0.0,9.0,PMCL2014.1,CLC,0,THPT,Khu vực 3,3,ENG01
FB31658FXPvAibaEXe+UuZ4QW1XoSw1Ns1gnsK23,1996.0,1.0,0.0,9.0,PMCL2014.1,CLC,0,THPT,Khu vực 2,3,ENG01
95F94B89XPvAibaEXe+UuZ4QW1XoS5OCloMSJfVs,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 3,2,ENG01
AE587761XPvAibaEXe+UuZ4QW1XoS3GKlXQv2/MN,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
C1732776XPvAibaEXe+UuZ4QW1XoS0uZyqgzu4FR,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 3,3,ENG01
AC87891AXPvAibaEXe8dEe4TA8wgH17TbNIkFYk8,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
4B945B9BXPvAibaEXe8dEe4TA8wgH0EI0hl/TVwM,1996.0,1.0,0.0,9.0,KHTN2014,CNTN,0,THPT,Khu vực 2,3,ENG01
05E7D19EXPvAibaEXe8dEe4TA8wgH/vIXJ8D2J3d,1996.0,1.0,0.0,9.0,TMĐT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
257A2AFEXPvAibaEXe8dEe4TA8wgH6MCn94ozkxV,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 3,3,ENG01
D1D177EAXPvAibaEXe8dEe4TA8wgHwsqNRzsv5E9,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
1E3B0973XPvAibaEXe8dEe4TA8wgHxwHmaQUgsiZ,1996.0,1.0,0.0,9.0,MTCL2014,CLC,0,THPT,Khu vực 2,3,ENG01
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,1995.0,1.0,-1.0,9.0,KHTN2014,CNTN,0,THPT,Khu vực 3,2,ENG01
C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
8DFC58A2XPvAibaEXe/tRbq0ZEBEr3iF2syR+mKu,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
C2D5C593XPvAibaEXe/tRbq0ZEBEr8F6sfm48C9n,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
C02B08FAXPvAibaEXe/tRbq0ZEBErwHXZkQ2Nkrg,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
B1B4EE2BXPvAibaEXe/tRbq0ZEBEr0KJ4VtjD7Eu,1996.0,1.0,0.0,9.0,ANTT2014,CQUI,0,THPT,Khu vực 3,1,ENG01
CB03C79CXPvAibaEXe8T1DiYsmlfsdAto+lWCMTt,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
A314BFA8XPvAibaEXe8T1DiYsmlfsUbnv077jJ9h,1996.0,1.0,0.0,9.0,ANTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
6A019AD0XPvAibaEXe8T1DiYsmlfsUfueeZhOx0R,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
22530129XPvAibaEXe8T1DiYsmlfsdcZ2u7Jh669,1996.0,0.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
A01BC447XPvAibaEXe8T1DiYsmlfsRWlqdwOwSrT,1996.0,1.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
579C9282XPvAibaEXe8T1DiYsmlfsZ4rtPqBNBkc,1996.0,0.0,0.0,9.0,HTTT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
CC238CB9XPvAibaEXe8T1DiYsmlfselqpvqPIt2K,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
3B79770BXPvAibaEXe8T1DiYsmlfsTrtaSBTtxta,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
57A9F0AEXPvAibaEXe8T1DiYsmlfsSBkagc8gdBG,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,1,ENG01
2FC59B4AXPvAibaEXe8T1DiYsmlfsSgx5trdtf4N,1996.0,1.0,0.0,9.0,KTPM0001,CLC,0,THPT,Khu vực 2,3,ENG01
F5D9B77FXPvAibaEXe8YaJ+XvjGNa+7UjbToL8tz,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
144093DBXPvAibaEXe8YaJ+XvjGNa64NbIYvWcSN,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
9F52B271XPvAibaEXe8YaJ+XvjGNa8xGZtVnN36J,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
1BE2F908XPvAibaEXe8YaJ+XvjGNa/nRprTdNvTa,1996.0,1.0,0.0,9.0,KTMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
4A267BB4XPvAibaEXe8YaJ+XvjGNa12csclhJnYz,1996.0,1.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 3,2,ENG01
67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 3,2,ENG01
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
E5E4FE41XPvAibaEXe+uQMKXqrwYdirU0LUrWWkQ,1996.0,1.0,0.0,9.0,CTTT2014,CTTT,0,THPT,Khu vực 3,2,ENG04
1AB19C83XPvAibaEXe+uQMKXqrwYdoq4N0DvceRZ,1996.0,1.0,0.0,9.0,MMTT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
75D1DCEBXPvAibaEXe+uQMKXqrwYdsv7mcESXnKH,1996.0,1.0,0.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
B6410337XPvAibaEXe+uQMKXqrwYdpt1gQY8Ohk6,1996.0,1.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
0FAF5403XPvAibaEXe+uQMKXqrwYdigmaK3Sgzs7,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,3,ENG01
DEECDA8CXPvAibaEXe+uQMKXqrwYdqBjQXtCpkQg,1995.0,1.0,-1.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,1995.0,0.0,-1.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
5EFC6D3CXPvAibaEXe+TQJLvJOj4BW6T+T6AMVPf,1996.0,0.0,0.0,9.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
2A4A74CBXPvAibaEXe+TQJLvJOj4Ba8qrKoJg0ub,1996.0,0.0,0.0,9.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
396D7784XPvAibaEXe+TQJLvJOj4BcG6LAOxINL3,1996.0,0.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8,1996.0,0.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 2,3,ENG01
6125B6CBXPvAibaEXe+TQJLvJOj4BYK4fMfmJRKR,1996.0,0.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 2,2,ENG01
E46FB38BXPvAibaEXe+TQJLvJOj4BZznxTAbUmST,1996.0,1.0,0.0,9.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
FDA9DEA1XPvAibaEXe+TQJLvJOj4Bbq7Gu36vTA9,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
C7AAA098XPvAibaEXe9j81k8MH0oJ1DNkrsN8NfH,1996.0,1.0,0.0,9.0,PMCL2014.1,CLC,0,THPT,Khu vực 2,3,ENG01
42F11BA5XPvAibaEXe9j81k8MH0oJ8M4DsG4QDDv,1996.0,1.0,0.0,9.0,KTMT0001,CLC,0,THPT,Khu vực 2,3,ENG01
AC1C8EEAXPvAibaEXe9j81k8MH0oJxuwRM2LEA+T,1996.0,1.0,0.0,9.0,KTPM2014,CQUI,0,THPT,Khu vực 3,2,ENG01
D78141E5XPvAibaEXe9j81k8MH0oJ4zch8KMTSfQ,1996.0,1.0,0.0,9.0,HTTT0001,CTTT,0,THPT,Khu vực 2 NT,3,ENG04
E3108194XPvAibaEXe9j81k8MH0oJyZ8Ss8p2nBg,1996.0,1.0,0.0,9.0,CNTT2014,CQUI,0,THPT,Khu vực 3,2,ENG01
0A69D24BXPvAibaEXe9j81k8MH0oJxqAQ+z1dx73,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
0A275EF0XPvAibaEXe9j81k8MH0oJ07F7M1SwTm7,1993.0,1.0,-3.0,9.0,KHMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
4BCDE9E4XPvAibaEXe9j81k8MH0oJzBMQzZIDTvQ,1996.0,0.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2,2,ENG01
7A2F5ACEXPvAibaEXe9j81k8MH0oJwQphwe8hv+I,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms,1996.0,1.0,0.0,9.0,ANTN2014,KSTN,0,THPT,Khu vực 3,1,ENG01
FA789B8DXPvAibaEXe8LHfATqQ4bHgNhbbGytuv3,1996.0,1.0,0.0,9.0,ANTT2014,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
05B6E41FXPvAibaEXe8LHfATqQ4bHrv3q9RncGj8,1996.0,1.0,0.0,9.0,KHMT2014,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
68F82731XPvAibaEXe8LHfATqQ4bHn4100aHRyHQ,1996.0,1.0,0.0,9.0,KTMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
1668B1AEXPvAibaEXe8LHfATqQ4bHvpZYxNsj+iv,1996.0,1.0,0.0,9.0,CNTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
